CODE;ENGLISH;FRENCH;GERMAN;POLSKI;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGESE;RUSSIAN;FINNISH;x
EVTOPTB2302;Refuse;Refuser;Ablehnen;;Rechazar;;;;;;;;;x
EVTNAME2303;The Vienna Dictate - Romania Folds;Le deuxième Arbitrage de Vienne - La Roumanie abandonne;Der Wiener Schiedsspruch - Rumänien gibt auf;;El Segundo Mandato de Viena: Rumania cede;;;;;;;;;x
EVTDESC2303;Transylvania was part of the Austro-Hungarian Empire until after World War I, when the Treaty of Trianon reduced Hungary to one third of its former size and lowered the population by three-fifths. Transylvania became part of the newly formed Romania. Admiral Horthy of Hungary demanded that the borders be redrawn, and in 1940 he got his way in the Vienna Dictate, which gave northern Transylvania back to Hungary.;La Transylvanie faisait partie de l'Empire Austro-hongrois jusqu'à la fin de la Première Guerre Mondiale, lorsque le traité du Trianon amputa la Hongrie de deux tiers de sa superficie et de soixante pourcents de sa population. La Transylvanie fut alors intégrée à l'Etat nouvellement créé de Roumanie. L'amiral Horthy de Nagybanya, hongrois, exige la révision des frontières et, en 1940, l'arbitrage Ribbentrop-Ciani lui donne raison en rendant la Transylvanie à la Hongrie.;Nach dem Ersten Weltkrieg gehörte Transsylvanien zum Kaiserreich Österreich-Ungarn, bevor es durch den Vertrag von Trianon, der das Kaiserreich auf ein Drittel seiner ursprünglichen Größe und zwei Fünftel seiner Bevölkerung reduzierte, als Teil des neu gegründeten Rumäniens abgespalten wurde. Der ungarische Admiral Horthy forderte eine Korrektur des Grenzverlaufs. Mit dem Wiener Schiedsspruch von 1940, der Nord-Transsylvanien an Ungarn zurückgab, bekam er schließlich seinen Willen.;;Transilvania formó parte del Imperio Austro-Húngaro hasta después de la Primera Guerra Mundial, cuando el Tratado de Trianón redujo Hungría a un tercio de su antigua superficie y dos quintas partes de su antigua población. Transilvania pasó a formar parte de la recién creada Rumania. El almirante Horthy de Hungría exigió una reconfiguración de las fronteras y se salió con la suya en el Mandato de Viena de 1940, que devolvía a Hungría la Transilvania septentrional.;;;;;;;;;x
EVTOPTA2303;Great;Fantastique;Großartig;;Magnífico;;;;;;;;;x
EVTNAME2304;The Vienna Dictate - Romania Refuses!;Le deuxième Arbitrage de Vienne - La Roumanie refuse !;Der Wiener Schiedsspruch - Rumänien lehnt ab!;;El Segundo Mandato de Viena: ¡Rumania rehúsa!;;;;;;;;;x
EVTDESC2304;Transylvania was part of the Austro-Hungarian Empire until after World War I, when the Treaty of Trianon reduced Hungary to one third of its former size and lowered the population by three-fifths. Transylvania became part of the newly formed Romania. Admiral Horthy of Hungary demanded that the borders be redrawn, and in 1940 he got his way in the Vienna Dictate, which gave northern Transylvania back to Hungary.;La Transylvanie faisait partie de l'Empire Austro-hongrois jusqu'à la fin de la Première Guerre Mondiale, lorsque le traité du Trianon amputa la Hongrie de deux tiers de sa superficie et de soixante pourcents de sa population. La Transylvanie fut alors intégrée à l'Etat nouvellement créé de Roumanie. L'amiral Horthy de Nagybanya, hongrois, exige la révision des frontières et, en 1940, l'arbitrage Ribbentrop-Ciani lui donne raison en rendant la Transylvanie à la Hongrie.;Nach dem Ersten Weltkrieg gehörte Transsylvanien zum Kaiserreich Österreich-Ungarn, bevor es durch den Vertrag von Trianon, der das Kaiserreich auf ein Drittel seiner ursprünglichen Größe und zwei Fünftel seiner Bevölkerung reduzierte, als Teil des neu gegründeten Rumäniens abgespalten wurde. Der ungarische Admiral Horthy forderte eine Korrektur des Grenzverlaufs. Mit dem Wiener Schiedsspruch von 1940, der Nord-Transsylvanien an Ungarn zurückgab, bekam er schließlich seinen Willen.;;Transilvania formó parte del Imperio Austro-Húngaro hasta después de la Primera Guerra Mundial, cuando el Tratado de Trianón redujo Hungría a un tercio de su antigua superficie y dos quintas partes de su antigua población. Transilvania pasó a formar parte de la recién creada Rumania. El almirante Horthy de Hungría exigió una reconfiguración de las fronteras y se salió con la suya en el Mandato de Viena de 1940, que devolvía a Hungría la Transilvania septentrional.;;;;;;;;;x
EVTOPTA2304;They will regret this;Ils vont le regretter…;Das werden sie noch bedauern!;;Lo lamentarán;;;;;;;;;x
EVTNAME2305;The Vienna Dictate - Germany Supports Romania;L'Arbitrage de Vienne - L'Allemagne soutient la Roumanie;Der Wiener Schiedsspruch - Deutschland unterstützt Rumänien;;El Mandato de Viena: Alemania apoya a Rumania;;;;;;;;;x
EVTDESC2305;Transylvania was part of the Austro-Hungarian Empire until after World War I, when the Treaty of Trianon reduced Hungary to one third of its former size and lowered the population by three-fifths. Transylvania became part of the newly formed Romania. Admiral Horthy of Hungary demanded that the borders be redrawn, and in 1940 he got his way in the Vienna Dictate, which gave northern Transylvania back to Hungary.;La Transylvanie faisait partie de l'Empire Austro-hongrois jusqu'à la fin de la Première Guerre Mondiale, lorsque le traité du Trianon amputa la Hongrie de deux tiers de sa superficie et de soixante pourcents de sa population. La Transylvanie fut alors intégrée à l'Etat nouvellement créé de Roumanie. L'amiral Horthy de Nagybanya, hongrois, exige la révision des frontières et, en 1940, l'arbitrage Ribbentrop-Ciani lui donne raison en rendant la Transylvanie à la Hongrie.;Nach dem Ersten Weltkrieg gehörte Transsylvanien zum Kaiserreich Österreich-Ungarn, bevor es durch den Vertrag von Trianon, der das Kaiserreich auf ein Drittel seiner ursprünglichen Größe und zwei Fünftel seiner Bevölkerung reduzierte, als Teil des neu gegründeten Rumäniens abgespalten wurde. Der ungarische Admiral Horthy forderte eine Korrektur des Grenzverlaufs. Mit dem Wiener Schiedsspruch von 1940, der Nord-Transsylvanien an Ungarn zurückgab, bekam er schließlich seinen Willen.;;Transilvania formó parte del Imperio Austro-Húngaro hasta después de la Primera Guerra Mundial, cuando el Tratado de Trianón redujo Hungría a un tercio de su antigua superficie y dos quintas partes de su antigua población. Transilvania pasó a formar parte de la recién creada Rumania. El almirante Horthy de Hungría exigió una reconfiguración de las fronteras y se salió con la suya en el Mandato de Viena de 1940, que devolvía a Hungría la Transilvania septentrional.;;;;;;;;;x
EVTOPTA2305;Fine!;Bien !;Schön!;;¡Bien!;;;;;;;;;x
EVTNAME2306;The Vienna Dictate - Germany Supports Romania;L'Arbitrage de Vienne - L'Allemagne soutient la Roumanie;Der Wiener Schiedsspruch - Deutschland unterstützt Rumänien;;El Mandato de Viena: Alemania apoya a Rumanía;;;;;;;;;x
EVTDESC2306;Transylvania was part of the Austro-Hungarian Empire until after World War I, when the Treaty of Trianon reduced Hungary to one third of its former size and lowered the population by three-fifths. Transylvania became part of the newly formed Romania. Admiral Horthy of Hungary demanded that the borders be redrawn, and in 1940 he got his way in the Vienna Dictate, which gave northern Transylvania back to Hungary.;La Transylvanie faisait partie de l'Empire Austro-hongrois jusqu'à la fin de la Première Guerre Mondiale, lorsque le traité du Trianon amputa la Hongrie de deux tiers de sa superficie et de soixante pourcents de sa population. La Transylvanie fut alors intégrée à l'Etat nouvellement créé de Roumanie. L'amiral Horthy de Nagybanya, hongrois, exige la révision des frontières et, en 1940, l'arbitrage Ribbentrop-Ciani lui donne raison en rendant la Transylvanie à la Hongrie.;Nach dem Ersten Weltkrieg gehörte Transsylvanien zum Kaiserreich Österreich-Ungarn, bevor es durch den Vertrag von Trianon, der das Kaiserreich auf ein Drittel seiner ursprünglichen Größe und zwei Fünftel seiner Bevölkerung reduzierte, als Teil des neu gegründeten Rumäniens abgespalten wurde. Der ungarische Admiral Horthy forderte eine Korrektur des Grenzverlaufs. Mit dem Wiener Schiedsspruch von 1940, der Nord-Transsylvanien an Ungarn zurückgab, bekam er schließlich seinen Willen.;;Transilvania formó parte del Imperio Austro-Húngaro hasta después de la Primera Guerra Mundial, cuando el Tratado de Trianón redujo Hungría a un tercio de su antigua superficie y dos quintas partes de su antigua población. Transilvania pasó a formar parte de la recién creada Rumania. El almirante Horthy de Hungría exigió una reconfiguración de las fronteras y se salió con la suya en el Mandato de Viena de 1940, que devolvía a Hungría la Transilvania septentrional.;;;;;;;;;x
EVTOPTA2306;Fantastic;Fantastique ;Fantastisch;;Fantástico;;;;;;;;;x
EVTNAME2401;Bulgarian Claims on Dobrogea;La Bulgarie réclame la Dobroudja;Bulgarien beansprucht die Dobrudscha;;Reclamación búlgara de Dobruja;;;;;;;;;x
EVTDESC2401;On September 7, 1940, the Treaty of Craiova was signed between Romania and Bulgaria. Romania did so reluctantly and only under pressure from Hitler's regime. The Romanians had to cede the southern part of the Dobrogea area which they had captured in the Second Balkan War, as well as participate in a population transfer of ethnic Romanians from the territory.;Le 7 septembre 1940, les accords de Craiova sont signés entre la Roumanie et la Bulgarie. La Roumanie n'a signé qu'à contrecœur et sous la pression du régime hitlérien. Les Roumains ont dû céder la partie sud de la Dobroudja qu'ils avaient pris pendant la deuxième guerre des Balkans et déplacer les populations roumaines hors de ce territoire.;Am 7. September 1940 unterzeichneten Rumänien und Bulgarien den Vertrag von Craiova. Rumänen tat dies jedoch nur widerwillig und auf Druck durch Hitlers Regime. Die Rumänen mussten den im Zweiten Balkankrieg eroberten Südteil der Dobrudscha abtreten und rumänischstämmige Bewohner des Gebiets umsiedeln.;;El 7 de septiembre de 1940, Rumania y Bulgaria firmaron el tratado de Craiova. Rumania accedió a firmarlo con reticencia, presionada por el régimen de Hitler. Los rumanos tuvieron que ceder la parte sur de la zona de Dobruja que habían capturado en la Segunda Guerra de los Balcanes, además de participar en el traslado de la población de etnia rumana del territorio.;;;;;;;;;x
EVTOPTA2401;A necessary sacrifice;Un sacrifice nécessaire;Ein notwendiges Opfer;;Un sacrificio necesario;;;;;;;;;x
EVTOPTB2401;No country will humiliate us like this!;Aucun pays ne va nous humilier de cette façon !;Kein Land wird uns derart demütigen!;;¡Ningún país nos humillará así!;;;;;;;;;x
EVTNAME2402;Romania Ignores Our Claims;La Roumanie ignore nos exigences;Rumänien ignoriert unsere Forderungen;;Rumanía ignora nuestras demandas;;;;;;;;;x
EVTDESC2402;The treacherous Romanians have refused our rightful demands! We cannot stand for this, there must be war!;Ces traîtres roumains ont refusé nos demandes qui sont pourtant justifiées ! Nous ne pouvons accepter cela, laissons parler les armes !;Die verräterischen Rumänen haben unsere rechtmäßigen Forderungen abgelehnt! Das können wir nicht dulden - jetzt müssen die Waffen sprechen!;;¡Esos rumanos traidores han rechazado nuestras exigencias justas! No podemos tolerarlo, ¡es la guerra!;;;;;;;;;x
EVTOPTA2402;What they will not give, we will take!;Ce qu'ils ne veulent pas nous donner, nous le prendrons !;Was sie uns nicht geben, werden wir uns nehmen!;;¡Lo que no nos den, lo tomaremos!;;;;;;;;;x
EVTOPTB2402;Dobrogea does not warrant a Third Balkan War;La Dobroudja ne vaut pas une troisième guerre des Balkans;Die Dobrudscha rechtfertigt keinen dritten Balkankrieg;;Dobruja no justifica una tercera Guerra de los Balcanes;;;;;;;;;x
EVTNAME2501;The Finnish Winter War - Border Negotiations;La guerre d'Hiver en Finlande - Négociations des frontières;Der finnische Winterkrieg - Grenzverhandlungen;;La Guerra de Invierno finlandesa: negociaciones de frontera;;;;;;;;;x
EVTDESC2501;The non-aggression pact between Germany and Russia in August 1939 turned heads in Finland. Germany agreed to give the Baltic States, including Finland, to Russia. Of course, all this was kept a secret, but as time went on, the events became known to the Finns. As Russian aggression grew, the Finns requested help from Germany, only to be turned away - leaving the Finns to face Russia's aggression alone. When Finland refused to allow the Soviet Union to build military bases on its territory, the latter revoked the nonaggression pact of 1932 and attacked Finland on 30th November 1939. The Winter War ended in a peace treaty drawn up in Moscow on 13th March 1940, giving south-eastern Finland to the Soviet Union.;Le pacte de non-agression signé par la Russie et l'Allemagne en août 1939 inquiète les Finlandais. L'Allemagne accepte de laisser les États Baltes et la Finlande à la Russie. Évidemment, cette clause est secrète, mais les craintes finlandaises se renforcent avec le temps. Alors que la Russie se fait plus pressante, les Finlandais voient les Allemands leur retirer leur soutien, les laissant seuls face à la menace de l'Armée Rouge. Lorsque la Finlande refuse d'autoriser l'Union Soviétique à installer des bases militaires sur son territoire, celle-ci dénonce le pacte de non-agression de 1932 et lance ses troupes à l'attaque le 30 novembre 1939. La guerre d'Hiver s'achève avec le traité signé à Moscou le 13 mars 1940, qui abandonne le sud-est de la Finlande aux soviétiques.;Der deutsch-russische Nichtangriffspakt von August 1939 sorgte in Finnland für großes Aufsehen: Deutschland war einverstanden, die baltischen Staaten, einschließlich Finnland, Russland zu überlassen! Natürlich blieb dies vorerst noch geheim, doch im Laufe der Zeit kamen die Finnen der Wahrheit auf die Spur: Als die Russen immer aggressiver wurden, bat Finnland Deutschland um Hilfe – und wurde abgewiesen. Finnland blieb somit nur noch die Möglichkeit, der Sowjetunion alleine die Stirn zu bieten. Als sich die Finnen der russischen Forderung widersetzten, Militärstützpunkte auf finnischem Territorium zu errichten, widerrief die Sowjetunion den bilateralen Nichtangriffspakt von 1932 und griff Finnland am 30. November 1939 an. Der Winterkrieg endete mit einem am 13. März 1940 in Moskau unterzeichneten Friedensvertrag, der unter anderem die Abtretung Südost-Finnlands an die Sowjetunion beinhaltete.;;El pacto de no agresión de agosto de 1939 entre Alemania y Rusia despertó suspicacias en Finlandia. Alemania aceptaba entregar a Rusia los estados bálticos, Finlandia incluida. Claro está que esto se mantuvo en secreto, pero, a medida que discurría el tiempo, los finlandeses se fueron enterando de todo. Ante el aumento de la agresividad de los rusos, los finlandeses solicitaron ayuda a Alemania, que se la denegó, dejando a los finlandeses solos frente a la agresión rusa. Cuando Finlandia se negó a permitir que la Unión Soviética construyese bases militares en su territorio, esta última revocó el tratado de no agresión de 1932 y atacó Finlandia el 30 de noviembre de 1939. La Guerra de Invierno acabó con un tratado de paz creado en Moscú el 13 de marzo de 1940 que concedía el sureste de Finlandia a la Unión Soviética.;;;;;;;;;x
